reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_source_material	library_source_molecule
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c0b448-9085-11ef-99f1-bb8293b8a419	dg.4DFC/22c0b448-9085-11ef-99f1-bb8293b8a419	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c0e8a0-9085-11ef-8d5d-cfca2f991798	dg.4DFC/22c0e8a0-9085-11ef-8d5d-cfca2f991798	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c120ea-9085-11ef-a322-e716fe180a9e	dg.4DFC/22c120ea-9085-11ef-a322-e716fe180a9e	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c1566e-9085-11ef-a3d9-2b8e90dc6ecb	dg.4DFC/22c1566e-9085-11ef-a3d9-2b8e90dc6ecb	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c18ac6-9085-11ef-b8df-9b5e50eabce9	dg.4DFC/22c18ac6-9085-11ef-b8df-9b5e50eabce9	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c1bf78-9085-11ef-b4a5-974f51bdc62d	dg.4DFC/22c1bf78-9085-11ef-b4a5-974f51bdc62d	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c1f3c6-9085-11ef-8ee8-57d43eda65b9	dg.4DFC/22c1f3c6-9085-11ef-8ee8-57d43eda65b9	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c22864-9085-11ef-b785-d7b42a0095e7	dg.4DFC/22c22864-9085-11ef-b785-d7b42a0095e7	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c25c30-9085-11ef-9d31-43972587284c	dg.4DFC/22c25c30-9085-11ef-9d31-43972587284c	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c2910a-9085-11ef-a742-37928306717f	dg.4DFC/22c2910a-9085-11ef-a742-37928306717f	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c2c4d6-9085-11ef-883c-2f7ea698ba0e	dg.4DFC/22c2c4d6-9085-11ef-883c-2f7ea698ba0e	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c2f848-9085-11ef-bfe1-8f15bbb821d7	dg.4DFC/22c2f848-9085-11ef-bfe1-8f15bbb821d7	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c32cb4-9085-11ef-9b7d-87c593495276	dg.4DFC/22c32cb4-9085-11ef-9b7d-87c593495276	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c363b4-9085-11ef-8160-876de63fc178	dg.4DFC/22c363b4-9085-11ef-8160-876de63fc178	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c396d6-9085-11ef-8732-8bef3d73c809	dg.4DFC/22c396d6-9085-11ef-8732-8bef3d73c809	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c3d100-9085-11ef-ba12-affc1b545d2b	dg.4DFC/22c3d100-9085-11ef-ba12-affc1b545d2b	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c40620-9085-11ef-b9db-9f27004a1133	dg.4DFC/22c40620-9085-11ef-b9db-9f27004a1133	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c4394c-9085-11ef-b916-bfe0374e3aa2	dg.4DFC/22c4394c-9085-11ef-b916-bfe0374e3aa2	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c471d2-9085-11ef-9b82-b31fda5e29f2	dg.4DFC/22c471d2-9085-11ef-9b82-b31fda5e29f2	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c4a594-9085-11ef-bf30-3f93195973e6	dg.4DFC/22c4a594-9085-11ef-bf30-3f93195973e6	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c4daaa-9085-11ef-98c5-db8990172a31	dg.4DFC/22c4daaa-9085-11ef-98c5-db8990172a31	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c50ed0-9085-11ef-84ee-b3c32e38eece	dg.4DFC/22c50ed0-9085-11ef-84ee-b3c32e38eece	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c5424c-9085-11ef-97c4-f7193ade4b6a	dg.4DFC/22c5424c-9085-11ef-97c4-f7193ade4b6a	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c57672-9085-11ef-870b-9fb339cc04dd	dg.4DFC/22c57672-9085-11ef-870b-9fb339cc04dd	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c5aafc-9085-11ef-8c09-d7ff092eb169	dg.4DFC/22c5aafc-9085-11ef-8c09-d7ff092eb169	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c5df40-9085-11ef-9b31-e3f4ee4ee47d	dg.4DFC/22c5df40-9085-11ef-9b31-e3f4ee4ee47d	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c613a2-9085-11ef-b108-bff112664f9b	dg.4DFC/22c613a2-9085-11ef-b108-bff112664f9b	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c64822-9085-11ef-98e3-1728ab046bd5	dg.4DFC/22c64822-9085-11ef-98e3-1728ab046bd5	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c67cac-9085-11ef-8057-4fc51a77acc5	dg.4DFC/22c67cac-9085-11ef-8057-4fc51a77acc5	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c6b12c-9085-11ef-b5bf-bfe0b8a8c836	dg.4DFC/22c6b12c-9085-11ef-b5bf-bfe0b8a8c836	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c890b4-9085-11ef-a5df-1f5aca894f3a	dg.4DFC/22c890b4-9085-11ef-a5df-1f5aca894f3a	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c8ca0c-9085-11ef-8306-376256d552d9	dg.4DFC/22c8ca0c-9085-11ef-8306-376256d552d9	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c8fffe-9085-11ef-9acd-3fae05bf94de	dg.4DFC/22c8fffe-9085-11ef-9acd-3fae05bf94de	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c9355a-9085-11ef-b685-afca7e3f74e0	dg.4DFC/22c9355a-9085-11ef-b685-afca7e3f74e0	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c96a8e-9085-11ef-b2c7-0ba71faf0ef4	dg.4DFC/22c96a8e-9085-11ef-b2c7-0ba71faf0ef4	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c9a12a-9085-11ef-92ae-fbd8d2e63f46	dg.4DFC/22c9a12a-9085-11ef-92ae-fbd8d2e63f46	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22c9d6ae-9085-11ef-a385-cfcaeb677601	dg.4DFC/22c9d6ae-9085-11ef-a385-cfcaeb677601	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ca0bd8-9085-11ef-a72c-9fc768cf0a89	dg.4DFC/22ca0bd8-9085-11ef-a72c-9fc768cf0a89	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ca41c0-9085-11ef-af8b-ab8831f163ef	dg.4DFC/22ca41c0-9085-11ef-af8b-ab8831f163ef	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ca76e0-9085-11ef-a9b0-0f03db5b94ae	dg.4DFC/22ca76e0-9085-11ef-a9b0-0f03db5b94ae	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22caab38-9085-11ef-9b2f-1b8280f7a03a	dg.4DFC/22caab38-9085-11ef-9b2f-1b8280f7a03a	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cadf0e-9085-11ef-90ca-e7bc9908019d	dg.4DFC/22cadf0e-9085-11ef-90ca-e7bc9908019d	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cb1618-9085-11ef-81d0-db27c6e9cfc0	dg.4DFC/22cb1618-9085-11ef-81d0-db27c6e9cfc0	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cb49e4-9085-11ef-90e7-87961cb9245c	dg.4DFC/22cb49e4-9085-11ef-90e7-87961cb9245c	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cb7d42-9085-11ef-bec3-3f44072eaa41	dg.4DFC/22cb7d42-9085-11ef-bec3-3f44072eaa41	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cbb604-9085-11ef-8d97-b736cd752e51	dg.4DFC/22cbb604-9085-11ef-8d97-b736cd752e51	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cbea34-9085-11ef-8092-838ec6c9cfd2	dg.4DFC/22cbea34-9085-11ef-8092-838ec6c9cfd2	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cc1d4c-9085-11ef-a157-8b7970889b32	dg.4DFC/22cc1d4c-9085-11ef-a157-8b7970889b32	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cc528a-9085-11ef-9f51-63999140bd93	dg.4DFC/22cc528a-9085-11ef-9f51-63999140bd93	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cc871e-9085-11ef-af10-eb43a55a4cf5	dg.4DFC/22cc871e-9085-11ef-af10-eb43a55a4cf5	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ccba68-9085-11ef-b8ae-0f41705c4123	dg.4DFC/22ccba68-9085-11ef-b8ae-0f41705c4123	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ccee7a-9085-11ef-955a-539f292c4ca1	dg.4DFC/22ccee7a-9085-11ef-955a-539f292c4ca1	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cd2228-9085-11ef-ae31-97105bbaaa4e	dg.4DFC/22cd2228-9085-11ef-ae31-97105bbaaa4e	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cd5554-9085-11ef-8508-d331fdddc756	dg.4DFC/22cd5554-9085-11ef-8508-d331fdddc756	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cd8970-9085-11ef-8d0e-9f78ed3efcd7	dg.4DFC/22cd8970-9085-11ef-8d0e-9f78ed3efcd7	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cdbd1e-9085-11ef-96c1-1b5429cfeac2	dg.4DFC/22cdbd1e-9085-11ef-96c1-1b5429cfeac2	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cdf07c-9085-11ef-aa0f-23d4499a3079	dg.4DFC/22cdf07c-9085-11ef-aa0f-23d4499a3079	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ce2560-9085-11ef-9c41-4f845cd7de60	dg.4DFC/22ce2560-9085-11ef-9c41-4f845cd7de60	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ce5922-9085-11ef-b057-3b4f3abb15e0	dg.4DFC/22ce5922-9085-11ef-b057-3b4f3abb15e0	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22ce8c8a-9085-11ef-8032-b7998cac1958	dg.4DFC/22ce8c8a-9085-11ef-8032-b7998cac1958	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cec11e-9085-11ef-930b-ab8282fc9f81	dg.4DFC/22cec11e-9085-11ef-930b-ab8282fc9f81	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cef508-9085-11ef-a601-6b3d9d19c7bc	dg.4DFC/22cef508-9085-11ef-a601-6b3d9d19c7bc	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cf28d4-9085-11ef-a52a-939a864bffd7	dg.4DFC/22cf28d4-9085-11ef-a52a-939a864bffd7	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cf5ca0-9085-11ef-90f4-337220c8c238	dg.4DFC/22cf5ca0-9085-11ef-90f4-337220c8c238	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cf9012-9085-11ef-ba67-4728fc5c74c3	dg.4DFC/22cf9012-9085-11ef-ba67-4728fc5c74c3	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22cfc3b6-9085-11ef-81ae-e3cc4413f045	dg.4DFC/22cfc3b6-9085-11ef-81ae-e3cc4413f045	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d00056-9085-11ef-9f32-dfb546701093	dg.4DFC/22d00056-9085-11ef-9f32-dfb546701093	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d03486-9085-11ef-bb8d-03b5d7a3102a	dg.4DFC/22d03486-9085-11ef-bb8d-03b5d7a3102a	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d06802-9085-11ef-a08e-a73a5c2899a8	dg.4DFC/22d06802-9085-11ef-a08e-a73a5c2899a8	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d09e9e-9085-11ef-980e-a71bf4398520	dg.4DFC/22d09e9e-9085-11ef-980e-a71bf4398520	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d0d2d8-9085-11ef-8985-574f4500e25b	dg.4DFC/22d0d2d8-9085-11ef-8985-574f4500e25b	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d10622-9085-11ef-90fb-378aaf82a573	dg.4DFC/22d10622-9085-11ef-90fb-378aaf82a573	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d13af2-9085-11ef-98cc-67845e2c58e2	dg.4DFC/22d13af2-9085-11ef-98cc-67845e2c58e2	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d16f7c-9085-11ef-a53d-7794969b116a	dg.4DFC/22d16f7c-9085-11ef-a53d-7794969b116a	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d1a3de-9085-11ef-8297-635e71f934dc	dg.4DFC/22d1a3de-9085-11ef-8297-635e71f934dc	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d1d82c-9085-11ef-9980-1f44d8505fd7	dg.4DFC/22d1d82c-9085-11ef-9980-1f44d8505fd7	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d20bc6-9085-11ef-a2b5-1793258a5ab5	dg.4DFC/22d20bc6-9085-11ef-a2b5-1793258a5ab5	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d23f92-9085-11ef-8d37-73db05ef3203	dg.4DFC/22d23f92-9085-11ef-8d37-73db05ef3203	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d27480-9085-11ef-b4f1-83095dedeed0	dg.4DFC/22d27480-9085-11ef-b4f1-83095dedeed0	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d2af18-9085-11ef-9fc8-ef87044df591	dg.4DFC/22d2af18-9085-11ef-9fc8-ef87044df591	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d2e2c6-9085-11ef-8672-973858d9505f	dg.4DFC/22d2e2c6-9085-11ef-8672-973858d9505f	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d31732-9085-11ef-bd91-53b29d435094	dg.4DFC/22d31732-9085-11ef-bd91-53b29d435094	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d34be4-9085-11ef-8f3d-9b5ec5fa1791	dg.4DFC/22d34be4-9085-11ef-8f3d-9b5ec5fa1791	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d37f1a-9085-11ef-a28a-0724e632aee9	dg.4DFC/22d37f1a-9085-11ef-a28a-0724e632aee9	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d3b39a-9085-11ef-8a5b-3f9d5273e4ba	dg.4DFC/22d3b39a-9085-11ef-8a5b-3f9d5273e4ba	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d3e766-9085-11ef-b45e-7f0d9e96d6a3	dg.4DFC/22d3e766-9085-11ef-b45e-7f0d9e96d6a3	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d41c54-9085-11ef-975d-979d12d20b09	dg.4DFC/22d41c54-9085-11ef-975d-979d12d20b09	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d4514c-9085-11ef-8c49-57bfae450797	dg.4DFC/22d4514c-9085-11ef-8c49-57bfae450797	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d48590-9085-11ef-9517-c7363a88112f	dg.4DFC/22d48590-9085-11ef-9517-c7363a88112f	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d4b95c-9085-11ef-bac0-1bc89896a9a9	dg.4DFC/22d4b95c-9085-11ef-bac0-1bc89896a9a9	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d4f408-9085-11ef-baa1-0f20c405539c	dg.4DFC/22d4f408-9085-11ef-baa1-0f20c405539c	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d5284c-9085-11ef-9c25-fb019676d92f	dg.4DFC/22d5284c-9085-11ef-9c25-fb019676d92f	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d55bbe-9085-11ef-a6f9-4bdf00a8ca06	dg.4DFC/22d55bbe-9085-11ef-a6f9-4bdf00a8ca06	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d59584-9085-11ef-bc54-f3c03957f90f	dg.4DFC/22d59584-9085-11ef-bc54-f3c03957f90f	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d64222-9085-11ef-b79b-db5adcbfdb32	dg.4DFC/22d64222-9085-11ef-b79b-db5adcbfdb32	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d67cc4-9085-11ef-af10-f7993defe2de	dg.4DFC/22d67cc4-9085-11ef-af10-f7993defe2de	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d6b144-9085-11ef-acbd-13c839f95595	dg.4DFC/22d6b144-9085-11ef-acbd-13c839f95595	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d6e4c0-9085-11ef-a8d6-97885ee61371	dg.4DFC/22d6e4c0-9085-11ef-a8d6-97885ee61371	Single-cells	
Not specified in data	ATAC-Seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/22d719c2-9085-11ef-96ef-b36d08c6ca94	dg.4DFC/22d719c2-9085-11ef-96ef-b36d08c6ca94	Single-cells	
